full_name,class,section,marks_english,marks_maths,marks_physics
Mitch Grabban,4,1,57,84,11
Shanie Lonie,8,3,42,43,51
Karil Wybrow,2,1,1,94,89
Axel Corain,1,2,55,53,42
Almire Pimblott,11,1,91,100,53
Leupold Canedo,10,3,72,44,9
Kathi Ancketill,4,3,6,30,15
Amii Buterton,4,2,73,23,58
Ky Pringell,10,2,34,28,17
Napoleon Southey,1,1,21,46,98
Valma Wrenn,6,1,13,61,65
Bearnard Cohani,8,1,96,54,13
Sydel Wainman,4,1,98,12,22
Reginauld Maudson,11,1,85,81,76
Kore Innott,4,3,50,48,37
Stanislaw Berling,5,1,3,24,9
Kristen Websdale,6,1,59,10,93
Berrie Burras,1,3,11,91,95
Alvy Kingswood,11,2,96,81,50
Devin Ingles,11,3,65,75,69
Libby Skingle,5,3,55,46,74
Chet O'Neil,12,2,31,57,63
Grata Scamaden,11,2,34,63,26
Lindsey Bencher,12,3,78,93,15
Ozzy Rostern,10,3,64,91,33
Obed Ranson,1,1,81,87,54
Clari Featley,6,1,29,75,4
Jessee Monnelly,1,1,72,81,46
Sibyl Lowing,6,3,45,16,65
Lanae Westhead,3,3,79,18,6
Georgy Etherton,10,3,47,14,98
Matthaeus Ayre,10,2,4,58,72
Jayme Butterfill,11,1,7,29,90
Gabi Melpuss,3,2,16,93,72
Ingunna Pash,3,2,9,75,82
Donny Brightwell,7,1,61,1,10
Mendel Rydzynski,5,2,14,42,48
Cherrita Hawick,6,1,7,58,14
Jessy Perryn,1,3,28,1,17
Andie Jansky,12,2,19,68,39
Tamra Tayloe,6,1,5,46,50
Agathe Dunnett,1,3,61,41,78
Aristotle Sparks,11,1,87,88,14
Verla Hartigan,7,1,40,24,27
Nanine Jachimiak,10,3,98,100,36
Zola Skamal,6,3,27,80,52
Hoebart Tyhurst,4,2,38,97,45
Torrance Westfield,11,3,18,78,71
Tiffy Tyce,4,3,56,2,16
Edd MacCallester,11,1,5,92,88
Saidee Schultz,7,3,21,3,98
Fransisco Hunnawill,3,1,94,56,9
Leta Adan,9,2,60,38,9
Elonore Paxforde,4,2,2,5,68
Alena Leynton,12,3,35,89,3
Horace Birkbeck,4,1,92,87,32
Bartolomeo Miskelly,10,3,24,60,44
Carroll Wigelsworth,11,2,7,99,78
Kathie Rau,10,3,32,37,68
Axel Cawthry,6,2,35,12,53
Guenevere Alloway,7,1,54,40,58
Phedra Farish,6,1,48,61,9
Mason Gawkes,12,1,33,4,57
Nathaniel Kuhnke,7,3,31,45,79
Barnaby Armstead,7,2,32,54,100
Shannen Retchford,12,1,48,21,14
Mignonne Addie,1,2,61,23,71
Gardiner Atter,3,1,41,26,19
Ulrick Baudesson,12,3,77,78,88
Arlin Cumber,9,3,76,23,62
Nettle Weekley,2,3,44,77,43
Jacintha Danilchev,11,3,44,27,55
Ella Kingzet,4,1,94,92,21
Tamarah Petticrew,6,2,44,69,62
Moss Ingle,3,2,67,53,51
Ciro Moverley,4,3,37,1,51
Revkah Ellerby,11,3,41,36,93
Archibaldo Deackes,7,2,21,33,30
Tony Dalgliesh,3,1,89,1,22
Godiva Stringfellow,1,2,90,1,64
Ailsun Coopper,1,2,8,56,89
Esmeralda Ramlot,5,3,30,10,17
Andromache Folshom,12,2,40,56,13
Bren Naisbit,12,3,41,81,65
Athene Liccardi,9,2,1,3,53
Brose Roundtree,5,1,8,1,69
Dru Cock,9,2,95,88,88
Jandy Hurburt,3,1,18,42,38
Danella Rennox,4,2,40,79,7
Simon Squirrell,12,3,46,70,29
Belita Annear,7,3,75,81,26
Farrell Werndly,8,1,11,29,69
Helyn Silverton,9,3,79,43,29
Gale Watterson,8,2,83,53,11
Isador Schneider,11,2,79,80,98
Daune Boame,7,3,57,9,55
Sydel Rutigliano,3,2,16,16,45
Kerrill Druett,11,1,43,28,84
Padriac Inmett,10,3,24,9,28
Sunshine Rushton,1,2,66,84,5
Jedediah Trustie,2,1,2,85,72
Norah Van,8,2,82,42,32
Lisa Giamo,4,2,90,96,26
Nerta Bamber,4,3,70,52,22
Kaia Edelston,7,1,25,73,67
Conn Rouch,1,2,79,89,28
Dru Forcer,2,1,95,67,92
Raff Kermath,6,2,1,83,39
Cort Kilford,10,3,31,75,53
Gerda Stennine,3,3,84,43,31
Sauncho Meron,10,1,66,14,11
Nisse Crock,3,1,25,86,19
Giovanna Bramo,10,1,19,2,9
Alejandrina Temblett,11,1,92,97,75
Jayne Ferreli,7,2,30,43,21
Eartha Blodgetts,6,3,59,90,45
Angelina Sweeten,8,3,71,69,75
Latrina Nelmes,2,3,9,82,25
Dacie Harkess,5,1,37,43,74
Rancell Mellonby,4,3,72,96,82
Florenza Nassau,12,1,85,24,24
Dav Pelfer,12,3,46,71,100
Alisa Atter,12,3,91,68,36
Tommie Benion,4,1,24,29,52
Candice Capstaff,6,3,25,30,74
Eileen Schottli,5,1,33,85,88
Vera Allerton,12,1,35,12,86
Torrance Liddington,12,1,74,1,62
Idalina Kuschke,11,2,97,53,100
Grove Lissandri,10,2,26,55,9
Townsend Perott,1,1,29,8,28
Patty Navein,6,3,3,99,14
Skye Durward,12,2,29,24,2
Wilfred Di Baudi,10,2,76,73,60
Joelle Kitchingham,7,3,54,79,42
Janey Igoe,4,3,52,42,49
Marketa Johanning,6,1,6,87,20
Ricki Allbut,12,1,33,14,4
Ketty Partridge,4,1,32,42,86
Perl Tunnah,4,1,3,1,37
Ardisj Jacomb,7,2,63,74,84
Gran McMorran,1,3,15,59,94
Jan Nicklin,3,1,27,30,1
Teddi Inkster,4,1,29,92,99
Lothario Tilbey,8,1,26,89,89
Lacie Dumphy,10,2,95,94,11
Seka Jarmyn,12,1,70,5,59
Byram Horsfield,2,2,36,95,22
Brittany Cheetham,2,3,59,37,3
Terrie Threadgall,1,1,38,72,64
Allyn Peinke,4,1,63,98,86
Clio Lightollers,10,1,56,50,93
Maddie McKeller,1,1,14,90,3
Luz Matyukon,1,3,28,69,69
Allistir Collibear,7,3,54,56,78
Jacynth Philbrick,3,3,53,63,72
Cissiee Bothwell,7,2,38,6,32
Finlay Rotchell,5,2,84,73,12
Wynn Sloyan,9,3,37,11,5
Montgomery Gatward,8,3,91,98,85
Lidia Povey,11,2,4,99,68
Michaelina Konneke,5,3,23,76,91
Deck Gard,8,1,75,21,31
Caren Brodbin,1,2,37,91,35
Chev Kaysor,11,3,23,71,30
Earlie Wharfe,11,1,58,100,42
Isabeau Leele,3,3,51,20,48
Chryste Huitt,4,3,74,38,38
Bran Djurkovic,4,1,74,92,85
Grantley Wyatt,9,3,6,61,60
Ambrose Santore,11,2,93,34,39
Thaddus Goodricke,1,3,51,88,87
Win Goaks,4,1,62,42,27
Nevile Lobe,2,3,52,60,38
Benetta Slatten,1,2,66,91,34
Harley Tellenbach,4,1,53,65,96
Trumann Oret,10,1,60,64,7
Cyndi Yakutin,3,1,60,66,4
Sophey Cattenach,10,1,67,41,52
Berkly Bohden,2,1,86,81,54
Dewey Longrigg,6,2,49,87,80
Mitchael Tallboy,12,2,55,68,56
Zoe Bimson,5,2,38,90,85
Khalil Broomhead,12,2,5,54,32
Faulkner Aldridge,3,1,62,64,4
Garret Caush,11,1,55,33,25
Ivy Coghill,10,1,31,79,15
Jaime Stigell,10,1,67,64,75
Jane Stickells,8,1,97,95,59
Sharai Cogzell,3,1,15,95,29
Milton Sorrie,2,1,98,68,83
Loise Lind,10,3,91,7,54
Sauncho Griffe,4,2,98,80,81
Donnajean D'Emanuele,4,2,83,38,28
Rog Corroyer,1,3,96,44,29
Ody Boow,6,2,54,58,15
Frankie Wyeth,1,2,62,78,39
Elliott Dallemore,7,2,40,58,9
Jo-anne Fallis,12,3,52,22,51
Osmund Gosney,3,3,95,24,19
Tamqrah Camellini,1,2,33,61,48
Marleen Klicher,1,3,80,75,31
Kyle Triplow,2,2,70,3,39
Issy Jancar,5,3,45,97,22
Antonino Vlies,8,1,59,99,94
Kylie Usherwood,10,3,50,75,51
Laryssa Dureden,4,1,92,63,42
Stu Pawlata,2,1,38,73,94
Johan Graal,2,2,44,53,14
Merry Rummin,4,2,8,5,10
Dory Tann,5,2,23,32,90
Tory Dumbarton,2,3,7,96,46
Lionel Kiossel,2,2,56,98,61
Danica Southward,4,1,58,7,59
Garv Kellogg,7,2,1,42,72
Kathe Blanchet,2,1,42,20,65
Heloise Neary,8,3,62,89,21
Genovera Duran,4,3,74,40,91
Linda Bortoloni,6,3,77,84,78
Christina Ardy,11,1,18,23,79
Emelita Mattityahou,1,1,71,22,32
Renate Sweeny,8,3,3,44,96
Ruby Sherwood,11,3,93,25,10
Jocelyn Seelbach,3,2,13,55,39
Delaney Coode,8,3,24,52,80
Byron Mytton,8,2,63,62,19
Xenos Mackinder,12,2,99,34,46
Tallie Molfino,10,3,24,67,14
Ancell Dowdney,2,1,92,3,83
Cosetta Minchin,5,2,71,45,83
Hebert Oiller,12,3,28,25,69
Lela Gleeton,10,3,57,83,35
Mei Cossem,2,1,61,94,24
Agace Sommerville,4,2,32,43,20
Reid Aslam,2,1,43,86,43
Emyle Saunter,3,1,28,7,43
Cchaddie Sorrie,5,2,79,13,88
Phineas Slowgrove,8,1,1,91,35
Trevar Garfitt,3,2,52,34,41
Glenine Millam,7,1,83,69,67
Bibby Lowrance,1,3,29,61,100
Tommie Humphrey,6,1,24,5,77
Kary Haburne,5,1,82,76,6
Kip Appleford,8,2,11,31,1
Morty Thorn,3,2,14,63,45
Ardisj Di Dello,5,3,65,94,35
Rea Orridge,12,3,100,46,36
Dunc Renzini,4,3,52,82,53
Rasla Roscamp,9,1,56,29,50
Corie Dunsire,3,1,79,1,79
Salome Rodolphe,6,3,77,3,62
Johnnie Leggen,7,3,99,50,48
Teodoor Christophersen,9,2,40,24,38
Coreen Martynov,2,3,99,92,13
Nanni Walhedd,5,3,50,60,75
Reed Dovidaitis,6,3,4,41,7
Kaye Hatchette,10,3,41,19,36
Sean Menel,9,2,11,15,56
Edwin Bullers,3,3,91,21,74
Huntley Livingstone,3,3,45,60,28
Velma Lyston,3,2,91,55,3
Sonnie Hollingby,12,2,18,24,10
Pierrette Meaney,5,2,99,19,66
Vance Garvie,5,3,1,62,84
Kelli Heustice,2,3,68,68,86
Fran Long,2,2,2,17,73
Arney Willgress,5,2,9,58,24
Sophie Gledhall,12,3,15,42,67
Midge Cardenoza,10,3,2,5,30
Madella Gandley,11,3,75,28,82
Alyda Montfort,9,3,30,93,13
Delinda Gerger,9,2,68,30,99
Thedrick Aldine,12,1,70,8,94
Frederik Nolin,12,2,58,88,6
Bea Vakhrushev,4,3,47,26,82
Shurlocke Birnie,10,3,57,79,56
Jilleen Pahlsson,4,1,40,20,52
Martha Facchini,2,2,59,100,2
Madison Bowman,2,3,70,51,2
Micah Davydkov,4,3,97,93,79
Natividad Hegerty,6,3,58,66,80
Mortimer Biddle,5,1,24,5,28
Armand Mathias,10,1,77,72,46
Dorrie Grimwad,1,3,19,1,79
Vidovic Butcher,7,2,78,100,86
Dianna Blakesley,2,2,51,13,68
Tybie Solleme,9,2,12,23,49
Giovanna MacConneely,11,1,27,39,49
Bartram Keetley,3,3,37,25,53
Jacobo Skelhorn,9,1,87,67,59
Granville Ivanikov,8,3,26,89,28
Arabel Delieu,12,2,18,98,9
Julianne Parkin,7,3,2,16,71
Roshelle Burge,11,2,43,32,90
Sanford Behnen,4,3,91,89,87
Mariquilla Osmint,11,2,55,54,22
Blair Whymark,11,1,91,4,13
Almeria Stowers,9,3,28,31,28
Alister Lilleman,5,1,17,92,28
Jeniece Brack,6,3,34,31,34
Jacki Merioth,12,2,16,63,85
Brocky Ruppeli,8,1,40,65,87
Denny Flipek,1,3,83,20,62
Bernardo Gorvin,12,2,3,30,53
Bethena Lindfors,10,2,56,80,19
Corbett Leinster,6,3,47,20,50
Dannie Keems,2,2,45,53,60
Gerry Clowsley,3,3,3,6,82
Borden Braiden,2,3,73,59,73
Sherman Bedinham,12,1,20,77,51
Lilias Wigzell,11,1,1,40,84
Loy Humerstone,6,2,47,28,52
Leora Boaler,7,2,24,13,77
Domenic Rubroe,6,1,87,93,51
Hale Dorricott,5,3,62,26,42
Valeda Ganforth,5,1,69,3,93
Malena Jimeno,6,2,67,37,89
Pate Awmack,5,1,37,18,32
Sibby Goodhand,4,3,38,28,74
Pooh Shimman,3,1,84,30,18
Lorens Idell,5,2,23,30,42
Deeanne Davenhall,1,2,83,6,75
Roldan Denness,2,3,87,31,39
Axel MacNeish,10,3,73,44,55
Marysa Seeler,7,1,33,63,76
Alana Drynan,6,2,70,48,59
Almeta Fishly,10,2,39,95,49
Angus Easson,4,2,70,55,1
Salaidh Hammel,12,3,43,84,30
Ulrick Lashmar,8,3,13,56,82
Heather Watford,1,3,22,79,5
Henri Juan,8,3,7,99,48
Lorenzo Jouhan,9,3,44,44,100
Hillard Sutherby,7,2,6,51,97
Jenda Filipiak,2,1,47,11,91
Moishe Feast,9,2,35,60,18
Emiline Battin,9,1,24,5,30
Frayda Norwood,9,3,89,91,82
Dom Ades,2,3,54,35,29
Pierrette Kingsley,5,3,42,25,19
Lyssa Kingstne,5,3,45,85,56
Ardella Celli,12,1,88,60,46
Britteny Gosart,11,2,6,89,2
Andy Korpolak,5,3,13,68,19
Melessa Thickett,12,1,23,13,74
Angelika Imos,10,2,44,77,85
Lind Spark,8,1,73,68,47
Shannah Beamish,3,2,81,80,71
Carroll Galiero,12,1,24,93,62
Addia Jurasz,1,1,50,42,24
Renault Reynoollds,4,1,95,13,87
Laureen Tort,8,3,31,16,15
Cynthia Wakeford,10,3,6,13,34
Dominik Paulitschke,2,1,94,5,1
Clea Wooller,9,2,65,12,85
Had Gorst,12,3,77,41,23
Nolan Abelwhite,1,2,83,20,30
Mathian Brockest,10,2,91,41,67
Cinderella Featley,4,2,48,78,16
Elianore Ortmann,11,1,70,36,4
Katusha Inchan,7,2,19,73,76
Rosie Kelwaybamber,12,2,29,59,85
Warner Kadwallider,2,2,77,74,63
Timothea Clausen-Thue,10,2,3,2,54
Portia Haston,12,1,74,53,59
Stace Bannister,4,2,21,35,28
Leelah Ivakhnov,6,2,16,14,27
Hyacinth Cowper,10,3,100,21,71
Cris Crilley,5,3,99,72,42
Suzie Cull,4,1,52,70,42
Berti Hancke,8,3,4,11,59
Dolly Coulston,9,3,30,40,18
Deloris Daen,10,3,31,23,98
York Toop,6,3,18,4,45
Alix Feyer,9,3,13,93,58
Hubey McSpirron,11,3,7,29,68
Delbert Coster,3,1,91,85,69
Johnny Armstrong,2,3,61,26,92
Wylma Pelchat,10,3,25,12,6
Jewell Twidale,9,1,95,7,61
Corene Olekhov,6,2,37,99,77
Thorvald Bagguley,11,2,93,71,67
Urban Klesse,8,1,31,36,73
Ina Linder,2,3,94,39,62
Gabriela Comfort,6,1,54,47,57
Byrann Size,7,1,78,45,92
Karin Cicci,7,1,1,95,30
Cecilia Buckthought,9,1,84,74,21
Lainey Littlecote,3,2,61,75,25
Clarey Hartus,2,1,20,80,59
Lorilee Tomini,11,1,43,20,40
Cymbre Gornar,2,1,27,59,48
Ellery Assur,3,2,79,75,69
Angelica Hattigan,6,2,42,98,2
Zachary Orknay,1,2,5,35,88
Neale MacQuaker,1,1,93,56,65
Chrissie Tiplady,7,2,64,99,37
Jarid Scrivens,4,1,72,97,50
Niko O'Curran,8,1,74,12,2
Tait Cradoc,9,3,5,97,60
Lorne Chark,9,2,49,43,66
Gib Birley,8,3,64,31,86
Gennie Whichelow,2,3,90,75,55
Cathy Lomasna,11,3,45,94,7
Fifi Claeskens,10,1,8,28,41
Hastie Hawley,4,1,6,12,54
Carri Leggott,2,2,8,17,72
Max Bayston,9,1,26,33,82
Maribelle Bolens,4,1,34,71,42
Maddy D'Abbot-Doyle,11,2,88,15,73
Simona Eastup,5,2,52,74,83
Kerk Markussen,2,2,67,88,11
Homerus Pebworth,3,3,100,64,94
Noel Pollicatt,2,2,91,95,59
Elton Beeres,3,1,56,11,52
Thoma Darcy,1,1,47,6,1
Illa Lufkin,10,2,63,96,18
Allene Litt,6,3,84,87,82
Ingram Sever,3,2,80,35,56
Xerxes Sherwood,10,2,9,26,28
Kingsley Bourdas,2,3,58,74,5
Chastity Gile,9,2,57,79,15
Alleen Amori,9,1,67,95,60
Davie Kubacki,12,1,52,98,85
Genni Redmell,4,3,85,7,40
Gram Greenhowe,9,3,86,99,55
Rafaellle Andrichak,4,3,100,95,73
Merrily Gouch,1,3,73,37,19
Ralph Asaaf,6,3,78,90,32
Andi Broad,8,1,74,86,8
Donelle Skittrell,10,1,75,38,17
Cosimo Diggens,7,1,44,37,29
Siward Cianni,7,2,79,11,40
Jerrie Haking,3,1,87,67,58
Lemuel Ogglebie,8,3,21,52,76
Gar Sturror,1,3,62,49,10
Lance Mullen,10,3,97,96,90
Anatola Bage,8,1,83,21,4
Lissa Samworth,3,1,58,51,10
Siward Sleet,11,2,39,6,74
Jaquenette Conibear,4,2,39,85,14
Eachelle Mellody,4,3,74,29,46
Caitlin Cahn,6,1,41,71,82
Lars Sturror,5,3,98,44,10
Margalit Ritchley,8,1,66,34,70
Livvy Vasyanin,10,1,34,91,79
Davine Carren,5,1,58,80,69
Drusilla Courvert,4,2,65,6,52
Jabez Murra,9,2,54,80,12
Michaelina Dyte,12,3,90,56,61
May Guilloneau,1,3,71,58,24
Sianna Dingley,12,2,10,89,58
Alexis Kellog,10,2,7,1,13
Cory Bratten,2,3,56,85,42
Ardenia Benkhe,11,3,79,63,60
Caralie Patridge,8,1,73,23,64
Cherey Longina,4,2,11,72,46
Sofia Waldie,6,2,10,76,29
Naoma Charpling,1,1,61,97,34
Kaylyn McClymond,5,3,20,90,34
Dermot Puve,12,2,30,11,10
Mirella Jellico,9,3,93,87,57
Reg Lande,11,3,38,51,37
Jim Dell 'Orto,5,1,93,4,94
Denny Boldison,11,1,38,71,24
Darlene Pailin,5,1,27,40,24
Opaline Izachik,8,3,27,89,82
Noby Krugmann,11,2,31,72,99
Gweneth Harlin,5,1,100,51,31
Mickie Baudts,2,1,16,71,51
Lucius Mundall,6,3,40,61,78
Modestine Blaszczyk,6,2,31,74,97
Elianora Wilkenson,1,1,36,43,3
Corene Kermannes,5,1,89,97,82
Gerrie Jarry,10,1,69,45,81
Kerwin Klagge,12,1,19,72,5
Lemmy Osbidston,2,2,33,23,32
Ernestus Rudinger,4,2,47,20,75
Maxy Laven,7,1,75,4,14
Germayne Purselowe,11,3,98,37,27
Benedetta Saphin,5,2,25,45,92
Paco Thain,11,3,86,60,83
Gertie Brunotti,8,3,84,71,13
Norry Gyenes,6,1,33,63,25
Edith McGarry,7,2,53,78,1
Marcello Baulch,7,2,68,16,71
Deena Ripper,8,2,16,93,57
Jonie Keightley,6,1,65,29,99
Gerardo Dallan,1,3,8,25,15
Kimmy Dicte,10,2,90,79,13
Hieronymus Bagnold,8,2,88,98,6
Loni Angel,5,3,32,60,96
Kevon Summerlee,5,1,40,48,67
Urbain Blazic,7,2,57,60,30
Gertrudis Marcombe,7,2,70,84,36
Herve Shalcras,10,3,86,86,51
Hank Chittleburgh,8,2,84,40,31
Ringo Locock,12,1,55,40,17
Alena Appleton,8,3,16,23,100
Sapphire Mebes,9,3,33,56,76
Magdalen Wrightim,6,1,12,47,72
Phyllys Godon,1,2,36,53,35
Angie Carlos,7,1,74,53,45
Cora MacKintosh,10,2,59,19,35
Irina Antushev,12,1,53,55,63
Philipa Lauritzen,10,3,26,91,28
Aloin Capron,4,2,85,52,84
Emmi Oppy,8,1,33,89,97
Eugen Diggle,8,3,98,52,89
Svend Dulanty,8,1,93,69,18
Rosaline Haysham,6,2,51,64,38
Stacia Colls,2,1,10,58,17
Gabey Prall,8,1,54,14,55
Orrin Lanney,3,3,63,93,18
Yoko Iskower,5,3,52,94,100
Britta Thoresby,10,1,60,8,49
Odille Guise,5,1,78,79,97
Jeana Baradel,1,2,55,27,29
Marylee Paeckmeyer,1,3,56,81,74
Burke Slinger,4,2,49,2,51
Vera Daniells,4,3,24,45,61
Rudy Lovering,2,3,49,56,44
Tracy McNuff,1,3,10,74,99
Stanfield Wardle,5,3,33,34,39
Danielle Blurton,2,3,89,66,41
Carmelita Jennions,4,1,95,93,75
Luelle Drewry,9,2,86,75,2
Adelle Orbine,4,2,90,91,84
Nita Swiffen,2,3,36,57,33
Caryn Rosekilly,11,3,54,55,100
Lorry Kirman,8,1,21,7,73
Garey Dukelow,12,1,79,65,17
Parke Longland,10,2,47,45,53
Jenica Naismith,1,1,75,22,85
Clerc Culy,7,2,55,53,43
Flora de Clerq,8,3,93,91,85
Ashlin Martland,12,1,42,47,45
Roxana Dwyer,6,1,72,87,13
Levin Eannetta,10,1,22,10,30
Pepito Gennrich,2,1,96,66,49
Fowler Stimson,8,3,59,65,21
Idelle Testin,6,3,2,50,59
Jeanie Gerred,3,2,86,10,19
Blakeley Creaney,9,2,34,36,27
Clim Smaling,2,3,21,9,55
Konstanze Dearan,12,2,55,34,9
Tito Kinnaird,5,3,44,83,7
Lionel Braker,11,1,29,14,63
Thornton Oliffe,11,3,91,38,16
Mortimer Marples,3,1,72,46,16
Dareen Lissandrini,5,3,93,70,38
Claudell Stallworth,11,2,81,11,56
Rivkah Medlicott,10,3,89,38,12
Raimund Van Bruggen,4,3,100,30,66
Brice Cohn,1,3,50,54,83
Wallace Shapland,11,3,81,34,47
Adolphus Cervantes,7,3,48,23,10
Rowland Anthill,12,1,30,60,91
Dav Bultitude,10,3,3,24,73
Gifford Bolesworth,4,1,100,28,9
Lorens Idenden,1,3,49,64,37
Even Scolland,1,3,20,26,82
Burke Ilyinski,9,3,87,13,79
Roselle Henbury,12,1,53,47,59
Spense Vassano,12,1,84,2,23
Aile Motton,4,3,3,54,96
Jerry Elsley,10,1,18,58,45
Kakalina Mirams,10,3,71,66,78
Willie Leworthy,6,3,86,19,24
Tamera Dominick,9,1,57,18,22
Chrisy Boullin,9,2,14,80,97
Conn Papaminas,7,3,91,82,13
Tad Withur,6,3,7,43,68
Hercules Cobleigh,10,2,33,90,92
Patton Culy,11,2,9,44,47
Cari Cotton,7,1,96,100,72
Jessie Hadlington,1,3,9,73,80
Martino Janeway,5,2,58,14,64
Magdalen Niven,11,3,77,82,18
Taite Trassler,4,1,9,75,99
Mackenzie Poon,12,2,88,10,88
Christen Ledwidge,8,3,28,30,64
Chaunce Ertelt,7,1,93,36,71
Fionnula Spaice,1,3,83,56,51
Nat Lafee,1,1,40,95,8
Arabelle Steeples,2,1,81,36,86
Mair Stolberg,12,1,49,39,1
Niccolo Jeppensen,3,3,99,78,67
Joscelin Paffley,11,2,68,89,75
Roseann Seamarke,8,3,74,83,14
Anica Busswell,9,1,50,12,27
Gerik Chapman,8,1,42,49,48
Cchaddie Huband,7,2,32,26,43
Cairistiona Barniss,6,1,36,27,38
Darryl Weight,6,3,94,69,78
Bernice Narbett,3,1,2,20,57
Cobbie Keston,4,2,54,14,68
Lyell Coniff,3,1,44,10,62
Garth Shelf,4,1,97,16,71
Arleen Kornes,9,3,85,88,49
Cristen Atwill,5,1,23,88,41
Brande Haining,5,3,73,78,7
Natalina Astbery,9,1,94,48,34
Margarita Tappington,9,3,38,95,16
Ryun Frearson,4,1,29,68,44
Bernardina McCallister,8,3,26,48,9
Tracee MacAscaidh,7,2,73,53,47
Gilemette Cortnay,3,3,87,35,27
Isabeau Godard,2,2,61,89,65
Ernestine Lezemore,3,1,93,11,62
Cybill Breazeall,5,1,17,62,4
Doe Norbury,6,1,79,76,15
Ellwood Faughny,9,2,81,18,7
Ingemar Wagstaffe,5,2,7,13,83
Marieann Forsbey,8,2,78,84,14
Axel Idel,2,1,38,21,58
Dorelle Diver,7,1,72,7,3
Edwin Featherstone,11,3,84,84,76
Frankie Pendlenton,7,1,65,28,52
Chelsy Titlow,6,2,12,43,49
Dolley Fortune,11,3,17,73,39
Berton Salman,2,1,60,19,26
Marlowe Burnhard,11,3,5,65,93
Kenna Farnham,9,2,54,36,8
Sophi Darlington,7,2,49,11,42
Chrysler Eastes,5,1,89,18,82
Noach Ownsworth,3,1,76,76,45
Angelia Duckett,6,2,71,69,23
Baron Rothon,7,2,24,50,30
Frants Jelf,2,3,61,55,41
Waylen Prisk,5,3,12,93,27
Noelle Spanton,7,3,9,12,72
Jeannette Mazzeo,8,1,44,34,1
Atalanta Catto,3,3,50,94,13
Dollie Dissman,1,1,60,78,65
Warde Chanders,9,2,25,33,34
Molly Sandys,9,2,7,81,7
Sonnie Sawer,9,3,38,33,81
Gustavus Armstead,9,1,5,23,2
Cara Fairholme,2,3,9,93,30
Lib Gabel,2,3,27,13,51
Konstance Delaney,2,2,83,29,11
Mozelle Murfin,8,2,15,7,96
Jill Camps,7,1,55,33,44
Colman Canedo,11,1,36,29,34
Angelina Lenoir,5,3,71,91,42
Wynn Hubback,4,3,91,11,33
Cassaundra Robker,12,1,69,37,64
Nat Hallagan,4,1,81,54,66
Gabriell Lago,12,2,73,17,57
Frankie O'Farrell,11,2,97,71,77
Chadwick Stembridge,3,3,52,94,20
Lincoln Collins,9,3,87,55,40
Drusi Broom,9,2,17,71,99
Hakim Ivel,9,3,45,20,82
Thorndike Kettle,11,2,10,76,19
David Broz,5,1,76,51,1
Isabelle Vitet,6,1,46,23,89
Annora Spencelayh,2,1,77,25,71
Jacquie Olufsen,11,1,85,29,89
Aggie Corgenvin,9,1,41,100,39
Lexine Niset,5,3,97,87,74
Anitra Palphreyman,12,2,82,34,99
Gun Churchill,9,2,10,6,45
Ashia Mackneis,11,2,6,9,40
Dona Billinge,9,3,12,59,45
Sharron Lalley,7,1,76,37,6
Irma Cordel,1,2,74,72,62
Erek Eagar,11,1,34,26,75
Dagny Shelborne,2,2,14,41,80
Neel Skough,4,3,67,26,72
Moria Alwell,2,2,79,92,87
Garv Sails,9,1,55,53,46
Kiah Tzar,7,1,40,72,49
Barbee Ingledow,7,3,50,78,7
Josh Mewha,1,2,72,13,63
Nathalie Roz,6,2,99,18,23
Elita O'Cullen,3,1,80,89,62
Carola Howey,9,1,7,66,11
Ron Langcaster,10,3,61,100,24
Moritz Larvin,4,1,8,73,24
Shirley Malan,9,2,90,30,74
Feodora Leabeater,3,3,60,24,4
Nani Reubens,6,2,71,38,70
Keene Fowkes,4,2,6,78,96
Rafaelia Pirrone,5,1,54,19,70
Juli Daviddi,11,1,21,77,65
Glendon Iveagh,3,1,94,14,46
Cordelia Bernardelli,2,1,90,1,66
Berry Give,7,1,3,82,88
Puff Cuthbertson,4,2,90,4,6
Georgi McColley,1,3,46,75,45
Sam Tremblet,9,2,69,27,36
Juan Tomankowski,1,3,22,28,62
Clay Bartolomivis,8,3,27,9,24
Herve Wiz,1,3,70,70,27
Harriott Baddiley,1,2,48,27,90
Prentice Tarbard,2,1,86,86,78
Collete MacCardle,3,2,32,60,61
Athene Cammock,3,2,4,80,49
Zacharias Hamp,9,2,46,78,77
Jaquenette Alliston,4,3,69,66,69
Lynnea Clemmens,8,3,98,76,4
Evita Claffey,11,3,62,86,56
Genovera Bradwell,8,3,81,95,1
Aharon Collington,8,2,95,47,73
Katie Purton,7,2,83,42,73
Nora Harwood,12,3,28,62,7
Dorise Leachman,5,3,19,10,8
Pietrek Stannus,9,1,3,31,37
Raynell Ruppelin,1,2,29,38,93
Cordey Pashe,2,3,8,13,98
Corrinne Wind,3,3,71,52,3
Barr Lepper,10,3,11,92,20
Josselyn Swindells,7,3,68,4,24
Ralina Brunger,6,3,67,64,79
Marge Oxx,4,3,31,83,6
Sol Kiffe,1,1,21,44,40
Gene Goodison,11,2,23,98,13
Angie Brazier,6,3,14,98,73
Field De Mars,2,3,98,5,58
Wolfgang Zorer,4,3,53,14,32
Vivianne Franklen,4,2,30,56,79
Emmalynne Sheaf,8,1,11,31,83
Klemens Loxley,9,3,19,31,73
